Title,abstract,Processed_Title,Processed_Abstract
GraphMaps: Browsing Large Graphs as Interactive Maps,"Algorithms for laying out large graphs have seen significant progress in the past decade. However, browsing large graphs remains a challenge. Rendering thousands of graphical elements at once often results in a cluttered image, and navigating these elements naively can cause disorientation. To address this challenge we propose a method called GraphMaps, mimicking the browsing experience of online geographic maps.   GraphMaps creates a sequence of layers, where each layer refines the previous one. During graph browsing, GraphMaps chooses the layer corresponding to the zoom level, and renders only those entities of the layer that intersect the current viewport. The result is that, regardless of the graph size, the number of entities rendered at each view does not exceed a predefined threshold, yet all graph elements can be explored by the standard zoom and pan operations.   GraphMaps preprocesses a graph in such a way that during browsing, the geometry of the entities is stable, and the viewer is responsive. Our case studies indicate that GraphMaps is useful in gaining an overview of a large graph, and also in exploring a graph on a finer level of detail.",graphmaps browsing large graphs interactive maps,algorithms laying large graphs seen significant progress past decade however browsing large graphs remains challenge rendering thousands graphical elements often results cluttered image navigating elements naively cause disorientation address challenge propose method called graphmaps mimicking browsing experience online geographic maps graphmaps creates sequence layers layer refines previous one graph browsing graphmaps chooses layer corresponding zoom level renders entities layer intersect current viewport result regardless graph size number entities rendered view exceed predefined threshold yet graph elements explored standard zoom pan operations graphmaps preprocesses graph way browsing geometry entities stable viewer responsive case studies indicate graphmaps useful gaining overview large graph also exploring graph finer level detail
Polynomial Bounds of CFLOBDDs against BDDs,"Binary Decision Diagrams (BDDs) are widely used for the representation of Boolean functions. Context-Free-Language Ordered Decision Diagrams (CFLOBDDs) are a plug-compatible replacement for BDDs -- roughly, they are BDDs augmented with a certain form of procedure call. A natural question to ask is, ``For a given family of Boolean functions $F$, what is the relationship between the size of a BDD for $f \in F$ and the size of a CFLOBDD for $f$?'' Sistla et al. established that there are best-case families of functions, which demonstrate an inherently exponential separation between CFLOBDDs and BDDs. They showed that there are families of functions $\{ f_n \}$ for which, for all $n = 2^k$, the CFLOBDD for $f_n$ (using a particular variable order) is exponentially more succinct than any BDD for $f_n$ (i.e., using any variable order). However, they did not give a worst-case bound -- i.e., they left open the question, ``Is there a family of functions $\{ g_i \}$ for which the size of a CFLOBDD for $g_i$ must be substantially larger than a BDD for $g_i$?'' For instance, it could be that there is a family of functions for which the BDDs are exponentially more succinct than any corresponding CFLOBDDs.   This paper studies such questions, and answers the second question posed above in the negative. In particular, we show that by using the same variable ordering in the CFLOBDD that is used in the BDD, the size of a CFLOBDD for any function $h$ cannot be far worse than the size of the BDD for $h$. The bound that relates their sizes is polynomial: If BDD $B$ for function $h$ is of size $|B|$ and uses variable ordering $\textit{Ord}$, then the size of the CFLOBDD $C$ for $h$ that also uses $\textit{Ord}$ is bounded by $O(|B|^3)$.   The paper also shows that the bound is tight: there is a family of functions for which $|C|$ grows as $\Omega(|B|^3)$.",polynomial bounds cflobdds bdds,binary decision diagrams bdds widely used representation boolean functions contextfreelanguage ordered decision diagrams cflobdds plugcompatible replacement bdds roughly bdds augmented certain form procedure call natural question ask given family boolean functions f relationship size bdd f f size cflobdd f sistla et al established bestcase families functions demonstrate inherently exponential separation cflobdds bdds showed families functions fn n k cflobdd fn using particular variable order exponentially succinct bdd fn ie using variable order however give worstcase bound ie left open question family functions gi size cflobdd gi must substantially larger bdd gi instance could family functions bdds exponentially succinct corresponding cflobdds paper studies questions answers second question posed negative particular show using variable ordering cflobdd used bdd size cflobdd function h cannot far worse size bdd h bound relates sizes polynomial bdd b function h size b uses variable ordering textitord size cflobdd c h also uses textitord bounded ob paper also shows bound tight family functions c grows omegab
Portability of Fortran's `do concurrent' on GPUs,"There is a continuing interest in using standard language constructs for accelerated computing in order to avoid (sometimes vendor-specific) external APIs. For Fortran codes, the {\tt do concurrent} (DC) loop has been successfully demonstrated on the NVIDIA platform. However, support for DC on other platforms has taken longer to implement. Recently, Intel has added DC GPU offload support to its compiler, as has HPE for AMD GPUs. In this paper, we explore the current portability of using DC across GPU vendors using the in-production solar surface flux evolution code, HipFT. We discuss implementation and compilation details, including when/where using directive APIs for data movement is needed/desired compared to using a unified memory system. The performance achieved on both data center and consumer platforms is shown.",portability fortrans concurrent gpus,continuing interest using standard language constructs accelerated computing order avoid sometimes vendorspecific external apis fortran codes tt concurrent dc loop successfully demonstrated nvidia platform however support dc platforms taken longer implement recently intel added dc gpu offload support compiler hpe amd gpus paper explore current portability using dc across gpu vendors using inproduction solar surface flux evolution code hipft discuss implementation compilation details including whenwhere using directive apis data movement neededdesired compared using unified memory system performance achieved data center consumer platforms shown
"Intel Cilk Plus for Complex Parallel Algorithms: ""Enormous Fast Fourier   Transform"" (EFFT) Library","In this paper we demonstrate the methodology for parallelizing the computation of large one-dimensional discrete fast Fourier transforms (DFFTs) on multi-core Intel Xeon processors. DFFTs based on the recursive Cooley-Tukey method have to control cache utilization, memory bandwidth and vector hardware usage, and at the same time scale across multiple threads or compute nodes. Our method builds on single-threaded Intel Math Kernel Library (MKL) implementation of DFFT, and uses the Intel Cilk Plus framework for thread parallelism. We demonstrate the ability of Intel Cilk Plus to handle parallel recursion with nested loop-centric parallelism without tuning the code to the number of cores or cache metrics. The result of our work is a library called EFFT that performs 1D DFTs of size 2^N for N>=21 faster than the corresponding Intel MKL parallel DFT implementation by up to 1.5x, and faster than FFTW by up to 2.5x. The code of EFFT is available for free download under the GPLv3 license. This work provides a new efficient DFFT implementation, and at the same time demonstrates an educational example of how computer science problems with complex parallel patterns can be optimized for high performance using the Intel Cilk Plus framework.",intel cilk plus complex parallel algorithms enormous fast fourier transform efft library,paper demonstrate methodology parallelizing computation large onedimensional discrete fast fourier transforms dffts multicore intel xeon processors dffts based recursive cooleytukey method control cache utilization memory bandwidth vector hardware usage time scale across multiple threads compute nodes method builds singlethreaded intel math kernel library mkl implementation dfft uses intel cilk plus framework thread parallelism demonstrate ability intel cilk plus handle parallel recursion nested loopcentric parallelism without tuning code number cores cache metrics result work library called efft performs dfts size n n faster corresponding intel mkl parallel dft implementation x faster fftw x code efft available free download gplv license work provides new efficient dfft implementation time demonstrates educational example computer science problems complex parallel patterns optimized high performance using intel cilk plus framework
The Existential Theory of the Reals as a Complexity Class: A Compendium,"We survey the complexity class $\exists \mathbb{R}$, which captures the complexity of deciding the existential theory of the reals. The class $\exists \mathbb{R}$ has roots in two different traditions, one based on the Blum-Shub-Smale model of real computation, and the other following work by Mn\""{e}v and Shor on the universality of realization spaces of oriented matroids. Over the years the number of problems for which $\exists \mathbb{R}$ rather than NP has turned out to be the proper way of measuring their complexity has grown, particularly in the fields of computational geometry, graph drawing, game theory, and some areas in logic and algebra. $\exists \mathbb{R}$ has also started appearing in the context of machine learning, Markov decision processes, and probabilistic reasoning.   We have aimed at collecting a comprehensive compendium of problems complete and hard for $\exists \mathbb{R}$, as well as a long list of open problems. The compendium is presented in the third part of our survey; a tour through the compendium and the areas it touches on makes up the second part. The first part introduces the reader to the existential theory of the reals as a complexity class, discussing its history, motivation and prospects as well as some technical aspects.",existential theory reals complexity class compendium,survey complexity class exists mathbbr captures complexity deciding existential theory reals class exists mathbbr roots two different traditions one based blumshubsmale model real computation following work mnev shor universality realization spaces oriented matroids years number problems exists mathbbr rather np turned proper way measuring complexity grown particularly fields computational geometry graph drawing game theory areas logic algebra exists mathbbr also started appearing context machine learning markov decision processes probabilistic reasoning aimed collecting comprehensive compendium problems complete hard exists mathbbr well long list open problems compendium presented third part survey tour compendium areas touches makes second part first part introduces reader existential theory reals complexity class discussing history motivation prospects well technical aspects
Carbon Containers: A System-level Facility for Managing   Application-level Carbon Emissions,"To reduce their environmental impact, cloud datacenters' are increasingly focused on optimizing applications' carbon-efficiency, or work done per mass of carbon emitted. To facilitate such optimizations, we present Carbon Containers, a simple system-level facility, which extends prior work on power containers, that automatically regulates applications' carbon emissions in response to variations in both their workload's intensity and their energy's carbon-intensity. Specifically, \carbonContainerS enable applications to specify a maximum carbon emissions rate (in g$\cdot$CO$_2$e/hr), and then transparently enforce this rate via a combination of vertical scaling, container migration, and suspend/resume while maximizing either energy-efficiency or performance.   Carbon Containers are especially useful for applications that i) must continue running even during high-carbon periods, and ii) execute in regions with few variations in carbon-intensity. These low-variability regions also tend to have high average carbon-intensity, which increases the importance of regulating carbon emissions. We implement a Carbon Containers prototype by extending Linux Containers to incorporate the mechanisms above and evaluate it using real workload traces and carbon-intensity data from multiple regions. We compare Carbon Containers with prior work that regulates carbon emissions by suspending/resuming applications during high/low carbon periods. We show that Carbon Containers are more carbon-efficient and improve performance while maintaining similar carbon emissions.",carbon containers systemlevel facility managing applicationlevel carbon emissions,reduce environmental impact cloud datacenters increasingly focused optimizing applications carbonefficiency work done per mass carbon emitted facilitate optimizations present carbon containers simple systemlevel facility extends prior work power containers automatically regulates applications carbon emissions response variations workloads intensity energys carbonintensity specifically carboncontainers enable applications specify maximum carbon emissions rate gcdotcoehr transparently enforce rate via combination vertical scaling container migration suspendresume maximizing either energyefficiency performance carbon containers especially useful applications must continue running even highcarbon periods ii execute regions variations carbonintensity lowvariability regions also tend high average carbonintensity increases importance regulating carbon emissions implement carbon containers prototype extending linux containers incorporate mechanisms evaluate using real workload traces carbonintensity data multiple regions compare carbon containers prior work regulates carbon emissions suspendingresuming applications highlow carbon periods show carbon containers carbonefficient improve performance maintaining similar carbon emissions
Summa Summarum: Moessner's Theorem without Dynamic Programming,"Seventy years on, Moessner's theorem and Moessner's process -- i.e., the additive computation of integral powers -- continue to fascinate. They have given rise to a variety of elegant proofs, to an implementation in hardware, to generalizations, and now even to a popular video, ""The Moessner Miracle.'' The existence of this video, and even more its title, indicate that while the ""what'' of Moessner's process is understood, its ""how'' and even more its ""why'' are still elusive. And indeed all the proofs of Moessner's theorem involve more complicated concepts than both the theorem and the process. This article identifies that Moessner's process implements an additive function with dynamic programming. A version of this implementation without dynamic programming (1) gives rise to a simpler statement of Moessner's theorem and (2) can be abstracted and then instantiated into related additive computations. The simpler statement also suggests a simpler and more efficient implementation to compute integral powers as well as simple additive functions to compute, e.g., Factorial numbers. It also reveals the source of -- to quote John Conway and Richard Guy -- Moessner's magic.",summa summarum moessners theorem without dynamic programming,seventy years moessners theorem moessners process ie additive computation integral powers continue fascinate given rise variety elegant proofs implementation hardware generalizations even popular video moessner miracle existence video even title indicate moessners process understood even still elusive indeed proofs moessners theorem involve complicated concepts theorem process article identifies moessners process implements additive function dynamic programming version implementation without dynamic programming gives rise simpler statement moessners theorem abstracted instantiated related additive computations simpler statement also suggests simpler efficient implementation compute integral powers well simple additive functions compute eg factorial numbers also reveals source quote john conway richard guy moessners magic
TAPA: A Scalable Task-Parallel Dataflow Programming Framework for Modern   FPGAs with Co-Optimization of HLS and Physical Design,"In this paper, we propose TAPA, an end-to-end framework that compiles a C++ task-parallel dataflow program into a high-frequency FPGA accelerator. Compared to existing solutions, TAPA has two major advantages. First, TAPA provides a set of convenient APIs that allow users to easily express flexible and complex inter-task communication structures. Second, TAPA adopts a coarse-grained floorplanning step during HLS compilation for accurate pipelining of potential critical paths. In addition, TAPA implements several optimization techniques specifically tailored for modern HBM-based FPGAs. In our experiments with a total of 43 designs, we improve the average frequency from 147 MHz to 297 MHz (a 102% improvement) with no loss of throughput and a negligible change in resource utilization. Notably, in 16 experiments we make the originally unroutable designs achieve 274 MHz on average. The framework is available at https://github.com/UCLA-VAST/tapa and the core floorplan module is available at https://github.com/UCLA-VAST/AutoBridge.",tapa scalable taskparallel dataflow programming framework modern fpgas cooptimization hls physical design,paper propose tapa endtoend framework compiles c taskparallel dataflow program highfrequency fpga accelerator compared existing solutions tapa two major advantages first tapa provides set convenient apis allow users easily express flexible complex intertask communication structures second tapa adopts coarsegrained floorplanning step hls compilation accurate pipelining potential critical paths addition tapa implements several optimization techniques specifically tailored modern hbmbased fpgas experiments total designs improve average frequency mhz mhz improvement loss throughput negligible change resource utilization notably experiments make originally unroutable designs achieve mhz average framework available httpsgithubcomuclavasttapa core floorplan module available httpsgithubcomuclavastautobridge
Massimult: A Novel Parallel CPU Architecture Based on Combinator   Reduction,"The Massimult project aims to design and implement an innovative CPU architecture based on combinator reduction with a novel combinator base and a new abstract machine. The evaluation of programs within this architecture is inherently highly parallel and localized, allowing for faster computation, reduced energy consumption, improved scalability, enhanced reliability, and increased resistance to attacks. In this paper, we introduce the machine language LambdaM, detail its compilation into KVY assembler code, and describe the abstract machine Matrima. The best part of Matrima is its ability to exploit inherent parallelism and locality in combinator reduction, leading to significantly faster computations with lower energy consumption, scalability across multiple processors, and enhanced security against various types of attacks. Matrima can be simulated as a software virtual machine and is intended for future hardware implementation.",massimult novel parallel cpu architecture based combinator reduction,massimult project aims design implement innovative cpu architecture based combinator reduction novel combinator base new abstract machine evaluation programs within architecture inherently highly parallel localized allowing faster computation reduced energy consumption improved scalability enhanced reliability increased resistance attacks paper introduce machine language lambdam detail compilation kvy assembler code describe abstract machine matrima best part matrima ability exploit inherent parallelism locality combinator reduction leading significantly faster computations lower energy consumption scalability across multiple processors enhanced security various types attacks matrima simulated software virtual machine intended future hardware implementation
Highly Parallel Sparse Matrix-Matrix Multiplication,Generalized sparse matrix-matrix multiplication is a key primitive for many high performance graph algorithms as well as some linear solvers such as multigrid. We present the first parallel algorithms that achieve increasing speedups for an unbounded number of processors. Our algorithms are based on two-dimensional block distribution of sparse matrices where serial sections use a novel hypersparse kernel for scalability. We give a state-of-the-art MPI implementation of one of our algorithms. Our experiments show scaling up to thousands of processors on a variety of test scenarios.,highly parallel sparse matrixmatrix multiplication,generalized sparse matrixmatrix multiplication key primitive many high performance graph algorithms well linear solvers multigrid present first parallel algorithms achieve increasing speedups unbounded number processors algorithms based twodimensional block distribution sparse matrices serial sections use novel hypersparse kernel scalability give stateoftheart mpi implementation one algorithms experiments show scaling thousands processors variety test scenarios
Architecture-Aware Configuration and Scheduling of Matrix Multiplication   on Asymmetric Multicore Processors,"Asymmetric multicore processors (AMPs) have recently emerged as an appealing technology for severely energy-constrained environments, especially in mobile appliances where heterogeneity in applications is mainstream. In addition, given the growing interest for low-power high performance computing, this type of architectures is also being investigated as a means to improve the throughput-per-Watt of complex scientific applications.   In this paper, we design and embed several architecture-aware optimizations into a multi-threaded general matrix multiplication (gemm), a key operation of the BLAS, in order to obtain a high performance implementation for ARM big.LITTLE AMPs. Our solution is based on the reference implementation of gemm in the BLIS library, and integrates a cache-aware configuration as well as asymmetric--static and dynamic scheduling strategies that carefully tune and distribute the operation's micro-kernels among the big and LITTLE cores of the target processor. The experimental results on a Samsung Exynos 5422, a system-on-chip with ARM Cortex-A15 and Cortex-A7 clusters that implements the big.LITTLE model, expose that our cache-aware versions of gemm with asymmetric scheduling attain important gains in performance with respect to its architecture-oblivious counterparts while exploiting all the resources of the AMP to deliver considerable energy efficiency.",architectureaware configuration scheduling matrix multiplication asymmetric multicore processors,asymmetric multicore processors amps recently emerged appealing technology severely energyconstrained environments especially mobile appliances heterogeneity applications mainstream addition given growing interest lowpower high performance computing type architectures also investigated means improve throughputperwatt complex scientific applications paper design embed several architectureaware optimizations multithreaded general matrix multiplication gemm key operation blas order obtain high performance implementation arm biglittle amps solution based reference implementation gemm blis library integrates cacheaware configuration well asymmetricstatic dynamic scheduling strategies carefully tune distribute operations microkernels among big little cores target processor experimental results samsung exynos systemonchip arm cortexa cortexa clusters implements biglittle model expose cacheaware versions gemm asymmetric scheduling attain important gains performance respect architectureoblivious counterparts exploiting resources amp deliver considerable energy efficiency
Parallel Sparse Matrix-Matrix Multiplication and Indexing:   Implementation and Experiments,"Generalized sparse matrix-matrix multiplication (or SpGEMM) is a key primitive for many high performance graph algorithms as well as for some linear solvers, such as algebraic multigrid. Here we show that SpGEMM also yields efficient algorithms for general sparse-matrix indexing in distributed memory, provided that the underlying SpGEMM implementation is sufficiently flexible and scalable. We demonstrate that our parallel SpGEMM methods, which use two-dimensional block data distributions with serial hypersparse kernels, are indeed highly flexible, scalable, and memory-efficient in the general case. This algorithm is the first to yield increasing speedup on an unbounded number of processors; our experiments show scaling up to thousands of processors in a variety of test scenarios.",parallel sparse matrixmatrix multiplication indexing implementation experiments,generalized sparse matrixmatrix multiplication spgemm key primitive many high performance graph algorithms well linear solvers algebraic multigrid show spgemm also yields efficient algorithms general sparsematrix indexing distributed memory provided underlying spgemm implementation sufficiently flexible scalable demonstrate parallel spgemm methods use twodimensional block data distributions serial hypersparse kernels indeed highly flexible scalable memoryefficient general case algorithm first yield increasing speedup unbounded number processors experiments show scaling thousands processors variety test scenarios
Sparse matrix-vector multiplication on GPGPU clusters: A new storage   format and a scalable implementation,"Sparse matrix-vector multiplication (spMVM) is the dominant operation in many sparse solvers. We investigate performance properties of spMVM with matrices of various sparsity patterns on the nVidia ""Fermi"" class of GPGPUs. A new ""padded jagged diagonals storage"" (pJDS) format is proposed which may substantially reduce the memory overhead intrinsic to the widespread ELLPACK-R scheme. In our test scenarios the pJDS format cuts the overall spMVM memory footprint on the GPGPU by up to 70%, and achieves 95% to 130% of the ELLPACK-R performance. Using a suitable performance model we identify performance bottlenecks on the node level that invalidate some types of matrix structures for efficient multi-GPGPU parallelization. For appropriate sparsity patterns we extend previous work on distributed-memory parallel spMVM to demonstrate a scalable hybrid MPI-GPGPU code, achieving efficient overlap of communication and computation.",sparse matrixvector multiplication gpgpu clusters new storage format scalable implementation,sparse matrixvector multiplication spmvm dominant operation many sparse solvers investigate performance properties spmvm matrices various sparsity patterns nvidia fermi class gpgpus new padded jagged diagonals storage pjds format proposed may substantially reduce memory overhead intrinsic widespread ellpackr scheme test scenarios pjds format cuts overall spmvm memory footprint gpgpu achieves ellpackr performance using suitable performance model identify performance bottlenecks node level invalidate types matrix structures efficient multigpgpu parallelization appropriate sparsity patterns extend previous work distributedmemory parallel spmvm demonstrate scalable hybrid mpigpgpu code achieving efficient overlap communication computation
Reducing Communication in Algebraic Multigrid with Multi-step Node Aware   Communication,"Algebraic multigrid (AMG) is often viewed as a scalable $\mathcal{O}(n)$ solver for sparse linear systems. Yet, parallel AMG lacks scalability due to increasingly large costs associated with communication, both in the initial construction of a multigrid hierarchy as well as the iterative solve phase. This work introduces a parallel implementation of AMG to reduce the cost of communication, yielding an increase in scalability. Standard inter-process communication consists of sending data regardless of the send and receive process locations. Performance tests show notable differences in the cost of intra- and inter-node communication, motivating a restructuring of communication. In this case, the communication schedule takes advantage of the less costly intra-node communication, reducing both the number and size of inter-node messages. Node-centric communication extends to the range of components in both the setup and solve phase of AMG, yielding an increase in the weak and strong scalability of the entire method.",reducing communication algebraic multigrid multistep node aware communication,algebraic multigrid amg often viewed scalable mathcalon solver sparse linear systems yet parallel amg lacks scalability due increasingly large costs associated communication initial construction multigrid hierarchy well iterative solve phase work introduces parallel implementation amg reduce cost communication yielding increase scalability standard interprocess communication consists sending data regardless send receive process locations performance tests show notable differences cost intra internode communication motivating restructuring communication case communication schedule takes advantage less costly intranode communication reducing number size internode messages nodecentric communication extends range components setup solve phase amg yielding increase weak strong scalability entire method
Can REF output quality scores be assigned by AI? Experimental evidence,This document describes strategies for using Artificial Intelligence (AI) to predict some journal article scores in future research assessment exercises. Five strategies have been assessed.,ref output quality scores assigned ai experimental evidence,document describes strategies using artificial intelligence ai predict journal article scores future research assessment exercises five strategies assessed
A Hardware Time Manager Implementation for the Xenomai Real-Time Kernel   of Embedded Linux,"Nowadays, the use of embedded operating systems in different embedded projects is subject to a tremendous growth. Embedded Linux is becoming one of those most popular EOSs due to its modularity, efficiency, reliability, and cost. One way to make it hard real-time is to include a real-time kernel like Xenomai. One of the key characteristics of a Real-Time Operating System (RTOS) is its ability to meet execution time deadlines deterministically. So, the more precise and flexible the time management can be, the better it can handle efficiently the determinism for different embedded applications. RTOS time precision is characterized by a specific periodic interrupt service controlled by a software time manager. The smaller the period of the interrupt, the better the precision of the RTOS, the more it overloads the CPU, and though reduces the overall efficiency of the RTOS. In this paper, we propose to drastically reduce these overheads by migrating the time management service of Xenomai into a configurable hardware component to relieve the CPU. The hardware component is implemented in a Field Programmable Gate Array coupled to the CPU. This work was achieved in a Master degree project where students could apprehend many fields of embedded systems: RTOS programming, hardware design, performance evaluation, etc.",hardware time manager implementation xenomai realtime kernel embedded linux,nowadays use embedded operating systems different embedded projects subject tremendous growth embedded linux becoming one popular eoss due modularity efficiency reliability cost one way make hard realtime include realtime kernel like xenomai one key characteristics realtime operating system rtos ability meet execution time deadlines deterministically precise flexible time management better handle efficiently determinism different embedded applications rtos time precision characterized specific periodic interrupt service controlled software time manager smaller period interrupt better precision rtos overloads cpu though reduces overall efficiency rtos paper propose drastically reduce overheads migrating time management service xenomai configurable hardware component relieve cpu hardware component implemented field programmable gate array coupled cpu work achieved master degree project students could apprehend many fields embedded systems rtos programming hardware design performance evaluation etc
Rank-Aware Dynamic Migrations and Adaptive Demotions for DRAM Power   Management,"Modern DRAM architectures allow a number of low-power states on individual memory ranks for advanced power management. Many previous studies have taken advantage of demotions on low-power states for energy saving. However, most of the demotion schemes are statically performed on a limited number of pre-selected low-power states, and are suboptimal for different workloads and memory architectures. Even worse, the idle periods are often too short for effective power state transitions, especially for memory intensive applications. Wrong decisions on power state transition incur significant energy and delay penalties. In this paper, we propose a novel memory system design named RAMZzz with rank-aware energy saving optimizations including dynamic page migrations and adaptive demotions. Specifically, we group the pages with similar access locality into the same rank with dynamic page migrations. Ranks have their hotness: hot ranks are kept busy for high utilization and cold ranks can have more lengthy idle periods for power state transitions. We further develop adaptive state demotions by considering all low-power states for each rank and a prediction model to estimate the power-down timeout among states. We experimentally compare our algorithm with other energy saving policies with cycle-accurate simulation. Experiments with benchmark workloads show that RAMZzz achieves significant improvement on energy-delay2 and energy consumption over other energy saving techniques.",rankaware dynamic migrations adaptive demotions dram power management,modern dram architectures allow number lowpower states individual memory ranks advanced power management many previous studies taken advantage demotions lowpower states energy saving however demotion schemes statically performed limited number preselected lowpower states suboptimal different workloads memory architectures even worse idle periods often short effective power state transitions especially memory intensive applications wrong decisions power state transition incur significant energy delay penalties paper propose novel memory system design named ramzzz rankaware energy saving optimizations including dynamic page migrations adaptive demotions specifically group pages similar access locality rank dynamic page migrations ranks hotness hot ranks kept busy high utilization cold ranks lengthy idle periods power state transitions develop adaptive state demotions considering lowpower states rank prediction model estimate powerdown timeout among states experimentally compare algorithm energy saving policies cycleaccurate simulation experiments benchmark workloads show ramzzz achieves significant improvement energydelay energy consumption energy saving techniques
Deterministic Memory Abstraction and Supporting Multicore System   Architecture,"Poor time predictability of multicore processors has been a long-standing challenge in the real-time systems community. In this paper, we make a case that a fundamental problem that prevents efficient and predictable real-time computing on multicore is the lack of a proper memory abstraction to express memory criticality, which cuts across various layers of the system: the application, OS, and hardware. We, therefore, propose a new holistic resource management approach driven by a new memory abstraction, which we call Deterministic Memory. The key characteristic of deterministic memory is that the platform - the OS and hardware - guarantees small and tightly bounded worst-case memory access timing. In contrast, we call the conventional memory abstraction as best-effort memory in which only highly pessimistic worst-case bounds can be achieved. We propose to utilize both abstractions to achieve high time predictability but without significantly sacrificing performance. We present deterministic memory-aware OS and architecture designs, including OS-level page allocator, hardware-level cache, and DRAM controller designs. We implement the proposed OS and architecture extensions on Linux and gem5 simulator. Our evaluation results, using a set of synthetic and real-world benchmarks, demonstrate the feasibility and effectiveness of our approach.",deterministic memory abstraction supporting multicore system architecture,poor time predictability multicore processors longstanding challenge realtime systems community paper make case fundamental problem prevents efficient predictable realtime computing multicore lack proper memory abstraction express memory criticality cuts across various layers system application os hardware therefore propose new holistic resource management approach driven new memory abstraction call deterministic memory key characteristic deterministic memory platform os hardware guarantees small tightly bounded worstcase memory access timing contrast call conventional memory abstraction besteffort memory highly pessimistic worstcase bounds achieved propose utilize abstractions achieve high time predictability without significantly sacrificing performance present deterministic memoryaware os architecture designs including oslevel page allocator hardwarelevel cache dram controller designs implement proposed os architecture extensions linux gem simulator evaluation results using set synthetic realworld benchmarks demonstrate feasibility effectiveness approach
The Preliminary Evaluation of a Hypervisor-based Virtualization   Mechanism for Intel Optane DC Persistent Memory Module,"Non-volatile memory (NVM) technologies, being accessible in the same manner as DRAM, are considered indispensable for expanding main memory capacities. Intel Optane DCPMM is a long-awaited product that drastically increases main memory capacities. However, a substantial performance gap exists between DRAM and DCPMM. In our experiments, the read/write latencies of DCPMM were 400% and 407% higher than those of DRAM, respectively. The read/write bandwidths were 37% and 8% of those of DRAM. This performance gap in main memory presents a new challenge to researchers; we need a new system software technology supporting emerging hybrid memory architecture. In this paper, we present RAMinate, a hypervisor-based virtualization mechanism for hybrid memory systems, and a key technology to address the performance gap in main memory systems. It provides great flexibility in memory management and maximizes the performance of virtual machines (VMs) by dynamically optimizing memory mappings. Through experiments, we confirmed that even though a VM has only 1% of DRAM in its RAM, the performance degradation of the VM was drastically alleviated by memory mapping optimization. The elapsed time to finish the build of Linux Kernel in the VM was 557 seconds, which was only 13% increase from the 100% DRAM case (i.e., 495 seconds). When the optimization mechanism was disabled, the elapsed time increased to 624 seconds (i.e. 26% increase from the 100% DRAM case).",preliminary evaluation hypervisorbased virtualization mechanism intel optane dc persistent memory module,nonvolatile memory nvm technologies accessible manner dram considered indispensable expanding main memory capacities intel optane dcpmm longawaited product drastically increases main memory capacities however substantial performance gap exists dram dcpmm experiments readwrite latencies dcpmm higher dram respectively readwrite bandwidths dram performance gap main memory presents new challenge researchers need new system software technology supporting emerging hybrid memory architecture paper present raminate hypervisorbased virtualization mechanism hybrid memory systems key technology address performance gap main memory systems provides great flexibility memory management maximizes performance virtual machines vms dynamically optimizing memory mappings experiments confirmed even though vm dram ram performance degradation vm drastically alleviated memory mapping optimization elapsed time finish build linux kernel vm seconds increase dram case ie seconds optimization mechanism disabled elapsed time increased seconds ie increase dram case
Analysis of Interference between RDMA and Local Access on Hybrid Memory   System,"We can use a hybrid memory system consisting of DRAM and Intel Optane DC Persistent Memory (We call it DCPM in this paper) as DCPM is now commercially available since April 2019. Even if the latency for DCPM is several times higher than that for DRAM, the capacity for DCPM is several times higher than that for DRAM and the cost of DCPM is also several times lower than that for DRAM. In addition, DCPM is non-volatile. A Server with this hybrid memory system could improve the performance for in-memory database systems and virtual machine (VM) systems because these systems often consume a large amount of memory. Moreover, a high-speed shared storage system can be implemented by accessing DCPM via remote direct memory access (RDMA). I assume that some of the DCPM is often assigned as a shared area among other remote servers because applications executed on a server with a hybrid memory system often cannot use the entire capacity of DCPM. This paper evaluates the interference between local memory access and RDMA from a remote server. As a result, I indicate that the interference on this hybrid memory system is significantly different from that on a conventional DRAM-only memory system. I also believe that some kind of throttling implementation is needed when this interference occures.",analysis interference rdma local access hybrid memory system,use hybrid memory system consisting dram intel optane dc persistent memory call dcpm paper dcpm commercially available since april even latency dcpm several times higher dram capacity dcpm several times higher dram cost dcpm also several times lower dram addition dcpm nonvolatile server hybrid memory system could improve performance inmemory database systems virtual machine vm systems systems often consume large amount memory moreover highspeed shared storage system implemented accessing dcpm via remote direct memory access rdma assume dcpm often assigned shared area among remote servers applications executed server hybrid memory system often cannot use entire capacity dcpm paper evaluates interference local memory access rdma remote server result indicate interference hybrid memory system significantly different conventional dramonly memory system also believe kind throttling implementation needed interference occures
